223,223,LATIN SMALL LETTER SHARP S,,1,1.1
224,224,LATIN SMALL LETTER A WITH GRAVE,LATIN SMALL LETTER A GRAVE,1,1.1
225,225,LATIN SMALL LETTER A WITH ACUTE,LATIN SMALL LETTER A ACUTE,1,1.1
226,226,LATIN SMALL LETTER A WITH CIRCUMFLEX,LATIN SMALL LETTER A CIRCUMFLEX,1,1.1
227,227,LATIN SMALL LETTER A WITH TILDE,LATIN SMALL LETTER A TILDE,1,1.1
228,228,LATIN SMALL LETTER A WITH DIAERESIS,LATIN SMALL LETTER A DIAERESIS,1,1.1
229,229,LATIN SMALL LETTER A WITH RING ABOVE,LATIN SMALL LETTER A RING,1,1.1
230,230,LATIN SMALL LETTER AE,LATIN SMALL LETTER A E,1,1.1
231,231,LATIN SMALL LETTER C WITH CEDILLA,LATIN SMALL LETTER C CEDILLA,1,1.1
232,232,LATIN SMALL LETTER E WITH GRAVE,LATIN SMALL LETTER E GRAVE,1,1.1
233,233,LATIN SMALL LETTER E WITH ACUTE,LATIN SMALL LETTER E ACUTE,1,1.1
234,234,LATIN SMALL LETTER E WITH CIRCUMFLEX,LATIN SMALL LETTER E CIRCUMFLEX,1,1.1
235,235,LATIN SMALL LETTER E WITH DIAERESIS,LATIN SMALL LETTER E DIAERESIS,1,1.1
236,236,LATIN SMALL LETTER I WITH GRAVE,LATIN SMALL LETTER I GRAVE,1,1.1
237,237,LATIN SMALL LETTER I WITH ACUTE,LATIN SMALL LETTER I ACUTE,1,1.1
238,238,LATIN SMALL LETTER I WITH CIRCUMFLEX,LATIN SMALL LETTER I CIRCUMFLEX,1,1.1
239,239,LATIN SMALL LETTER I WITH DIAERESIS,LATIN SMALL LETTER I DIAERESIS,1,1.1
240,240,LATIN SMALL LETTER ETH,,1,1.1
241,241,LATIN SMALL LETTER N WITH TILDE,LATIN SMALL LETTER N TILDE,1,1.1
242,242,LATIN SMALL LETTER O WITH GRAVE,LATIN SMALL LETTER O GRAVE,1,1.1
243,243,LATIN SMALL LETTER O WITH ACUTE,LATIN SMALL LETTER O ACUTE,1,1.1
244,244,LATIN SMALL LETTER O WITH CIRCUMFLEX,LATIN SMALL LETTER O CIRCUMFLEX,1,1.1
245,245,LATIN SMALL LETTER O WITH TILDE,LATIN SMALL LETTER O TILDE,1,1.1
246,246,LATIN SMALL LETTER O WITH DIAERESIS,LATIN SMALL LETTER O DIAERESIS,1,1.1
247,247,DIVISION SIGN,,1,1.1
248,248,LATIN SMALL LETTER O WITH STROKE,LATIN SMALL LETTER O SLASH,1,1.1
249,249,LATIN SMALL LETTER U WITH GRAVE,LATIN SMALL LETTER U GRAVE,1,1.1
250,250,LATIN SMALL LETTER U WITH ACUTE,LATIN SMALL LETTER U ACUTE,1,1.1
251,251,LATIN SMALL LETTER U WITH CIRCUMFLEX,LATIN SMALL LETTER U CIRCUMFLEX,1,1.1
252,252,LATIN SMALL LETTER U WITH DIAERESIS,LATIN SMALL LETTER U DIAERESIS,1,1.1
253,253,LATIN SMALL LETTER Y WITH ACUTE,LATIN SMALL LETTER Y ACUTE,1,1.1
254,254,LATIN SMALL LETTER THORN,,1,1.1
255,255,LATIN SMALL LETTER Y WITH DIAERESIS,LATIN SMALL LETTER Y DIAERESIS,1,1.1
256,256,LATIN CAPITAL LETTER A WITH MACRON,LATIN CAPITAL LETTER A MACRON,2,1.1
257,257,LATIN SMALL LETTER A WITH MACRON,LATIN SMALL LETTER A MACRON,2,1.1
258,258,LATIN CAPITAL LETTER A WITH BREVE,LATIN CAPITAL LETTER A BREVE,2,1.1
259,259,LATIN SMALL LETTER A WITH BREVE,LATIN SMALL LETTER A BREVE,2,1.1
260,260,LATIN CAPITAL LETTER A WITH OGONEK,LATIN CAPITAL LETTER A OGONEK,2,1.1
261,261,LATIN SMALL LETTER A WITH OGONEK,LATIN SMALL LETTER A OGONEK,2,1.1
262,262,LATIN CAPITAL LETTER C WITH ACUTE,LATIN CAPITAL LETTER C ACUTE,2,1.1
263,263,LATIN SMALL LETTER C WITH ACUTE,LATIN SMALL LETTER C ACUTE,2,1.1
264,264,LATIN CAPITAL LETTER C WITH CIRCUMFLEX,LATIN CAPITAL LETTER C CIRCUMFLEX,2,1.1
265,265,LATIN SMALL LETTER C WITH CIRCUMFLEX,LATIN SMALL LETTER C CIRCUMFLEX,2,1.1
266,266,LATIN CAPITAL LETTER C WITH DOT ABOVE,LATIN CAPITAL LETTER C DOT,2,1.1
267,267,LATIN SMALL LETTER C WITH DOT ABOVE,LATIN SMALL LETTER C DOT,2,1.1
268,268,LATIN CAPITAL LETTER C WITH CARON,LATIN CAPITAL LETTER C HACEK,2,1.1
269,269,LATIN SMALL LETTER C WITH CARON,LATIN SMALL LETTER C HACEK,2,1.1
270,270,LATIN CAPITAL LETTER D WITH CARON,LATIN CAPITAL LETTER D HACEK,2,1.1
271,271,LATIN SMALL LETTER D WITH CARON,LATIN SMALL LETTER D HACEK,2,1.1
272,272,LATIN CAPITAL LETTER D WITH STROKE,LATIN CAPITAL LETTER D BAR,2,1.1
273,273,LATIN SMALL LETTER D WITH STROKE,LATIN SMALL LETTER D BAR,2,1.1
274,274,LATIN CAPITAL LETTER E WITH MACRON,LATIN CAPITAL LETTER E MACRON,2,1.1
275,275,LATIN SMALL LETTER E WITH MACRON,LATIN SMALL LETTER E MACRON,2,1.1
